,measureName,campaignName,time,measureValue
403,Vehicle.Cabin.HVAC.AQIValue,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.277000000,8
404,Vehicle.Cabin.HVAC.AmbientAirTemperature,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.837000000,26.0
405,Vehicle.Cabin.HVAC.DominantPollutantValue,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.277000000,1
406,Vehicle.Cabin.HVAC.IsAirConditioningActive,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.837000000,1
407,Vehicle.Chassis.Accelerator.PedalPosition,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.341000000,0.0
408,Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.Pressure,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.258000000,0.0
409,Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.Pressure,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.258000000,0.0
410,Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.Pressure,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.258000000,0.0
411,Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire.Pressure,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.258000000,0.0
412,Vehicle.Chassis.Brake.PedalPosition,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.341000000,1.0
413,Vehicle.Chassis.ParkingBrake.IsEngaged,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.271000000,1
414,Vehicle.IgnitionStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.321000000,0.0
415,Vehicle.Exterior.AirTemperature,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.271000000,31.0
416,Vehicle.Service.IsServiceDueAlert,TML_ALERTS_TS,2024-08-07 11:42:05.217000000,1
417,Vehicle.Cabin.Door.Row1.DriverSide.IsLockedAlert,TML_ALERTS_TS,2024-08-07 11:42:07.464000000,0
418,Vehicle.Service.IsServiceDueAlert,TML_ALERTS_TS,2024-08-07 11:42:07.489000000,1
419,Vehicle.Service.IsServiceDueAlert,TML_ALERTS_TS,2024-08-07 11:42:12.683000000,1
420,Vehicle.Cabin.Door.Row1.DriverSide.IsLockedAlert,TML_ALERTS_TS,2024-08-07 11:42:14.911000000,0
421,Vehicle.Service.IsServiceDueAlert,TML_ALERTS_TS,2024-08-07 11:42:14.977000000,1
